ID,Incident Number,Incident Date,Age,Sex of Victim,Race of Victim,Injury,Relationship,State,Location
3065,LN08KOZKO-8N: ,20031221,27: ,F: Female,W: White,M: Apparent Minor Injury,SE: Victim was Spouse,15: KS,20: Residence/Home
3066,O207J4KJ4X7C: ,20031219,27: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,13: Highway/Road/Alley
3067,O207J4KJBM72: ,20031209,26: ,F: Female,W: White,N: None,SE: Victim was Spouse,15: KS,20: Residence/Home
3068,P903W5H4OX37: ,20031020,17: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,14: Hotel/Motel/Etc.
3069,VX06YBRY3R6-: ,20031229,20: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
3070,6-GYOP 728N: ,20031208,20: ,F: Female,W: White,M: Apparent Minor Injury,RU: Relationship Unknown,15: KS,13: Highway/Road/Alley
3071,09S6Q-0USD1A: ,20031008,26: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
3072,1TS7R718PX I: ,20031227,34: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,25: Other/unknown
3073,2USVW52YXF39: ,20031013,75: ,M: Male,W: White,U: Unconsciousness,RU: Relationship Unknown,15: KS,20: Residence/Home
3074,4NSDUV4S60W5: ,20031108,36: ,F: Female,W: White,M: Apparent Minor Injury,RU: Relationship Unknown,15: KS,13: Highway/Road/Alley
3075,9FSZEJ92KCTD: ,20031121,83: ,M: Male,W: White,M: Apparent Minor Injury,ST: Victim was Stranger,15: KS,13: Highway/Road/Alley
3076,9FSZEM928CTD: ,20031028,23: ,F: Female,W: White,B: Apparent Broken Bones,SE: Victim was Spouse,15: KS,20: Residence/Home
3077,CI0 RYZ9Q2 N: ,20031122,38: ,F: Female,W: White,N: None,HR: Homosexual Relationship,15: KS,20: Residence/Home
3078,CI0 RYZ9Q2 N: ,20031122,30: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,15: KS,20: Residence/Home
3079,6CB1BT-V 8N: ,20031002,22: ,F: Female,B: Black,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,25: Other/unknown
3080,6CBEABH1 8N: ,20031030,12: ,F: Female,W: White,N: None,SC: Victim was Stepchild,15: KS,20: Residence/Home
3081,6CBEAQLQ 8N: ,20031031,BB: 7-364 Days Old,M: Male,W: White,N: None,BE: Victim was Babysittee (the baby),15: KS,20: Residence/Home
3082,6CBEB3RP 8N: ,20031106,01: ,F: Female,W: White,N: None,BE: Victim was Babysittee (the baby),15: KS,20: Residence/Home
3083,6CBEBERS 8N: ,20031107,18: ,F: Female,W: White,N: None,ST: Victim was Stranger,15: KS,13: Highway/Road/Alley
3084,6CBECBH6 8N: ,20031023,23: ,F: Female,W: White,N: None,ST: Victim was Stranger,15: KS,3: Bar/Nightclub
3085,6CBEMB9P 8N: ,20031102,15: ,F: Female,B: Black,I: Possible Internal Injury,ST: Victim was Stranger,15: KS,13: Highway/Road/Alley
3086,6CBEMB9P 8N: ,20031102,12: ,F: Female,B: Black,I: Possible Internal Injury,ST: Victim was Stranger,15: KS,13: Highway/Road/Alley
3087,6CBEORMS 8N: ,20031011,04: ,F: Female,W: White,N: None,GC: Victim was Grandchild,15: KS,20: Residence/Home
3088,6CBEOTCG 8N: ,20031009,BB: 7-364 Days Old,M: Male,W: White,N: None,OF: Victim was Other Family Member,15: KS,20: Residence/Home
3089,6CBEV3MT 8N: ,20031004,26: ,F: Female,B: Black,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
3090,6CBYEZ-S 8N: ,20031107,02: ,M: Male,W: White,N: None,CH: Victim was Child,15: KS,20: Residence/Home
3091,6CBYV5-G 8N: ,20031111,12: ,F: Female,W: White,N: None,ST: Victim was Stranger,15: KS,18: Parking Lot/Garage
3092,6CBYVEHP 8N: ,20031111,46: ,F: Female,W: White,N: None,ST: Victim was Stranger,15: KS,20: Residence/Home
3093,6CBYWMQS 8N: ,20031202,17: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
3094,IUUBIJICPA9: ,20031111,26: ,F: Female,W: White,N: None,ST: Victim was Stranger,15: KS,22: School/College
3095,6P4AORU 28N: ,20031103,24: ,F: Female,B: Black,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
3096,E-BROS 728N: ,20031225,26: ,M: Male,B: Black,N: None,XS: Victim was Ex-Spouse,15: KS,20: Residence/Home
3097,6-D1FE 728N: ,20031211,21: ,F: Female,W: White,M: Apparent Minor Injury,SE: Victim was Spouse,15: KS,20: Residence/Home
3098,6-GYFQ 728N: ,20031014,18: ,F: Female,W: White,N: None,SE: Victim was Spouse,15: KS,20: Residence/Home
3099,2U-JXYI2-F39: ,20031125,24: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
3100,6Z-ITA06PU72: ,20031222,40: ,F: Female,W: White,B: Apparent Broken Bones,ST: Victim was Stranger,15: KS,25: Other/unknown
3101,NH05728NT 5Y: ,20031006,16: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,10: Field/Woods
3102,P903W5HPBO38: ,20031004,35: ,F: Female,W: White,N: None,SE: Victim was Spouse,15: KS,20: Residence/Home
3103,UG095HPURV9C: ,20031025,15: ,F: Female,W: White,N: None,ST: Victim was Stranger,15: KS,13: Highway/Road/Alley
3104,6-4RBM 728N: ,20031218,15: ,F: Female,W: White,N: None,OK: Victim was Otherwise Known,15: KS,20: Residence/Home
3105,6-IABP 728N: ,20031021,19: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
3106,6CUKBBM7 8N: ,20031105,46: ,M: Male,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
3107,CI0 N2ZMG3 N: ,20031010,16: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,12: Grocery/Supermarket
3108,IK3KRL9G0W5H: ,20031201,12: ,F: Female,W: White,N: None,CH: Victim was Child,15: KS,20: Residence/Home
3109,091J0OH TD1A: ,20031209,31: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,15: KS,20: Residence/Home
3110,091M04KLZD1A: ,20031120,02: ,F: Female,W: White,N: None,CH: Victim was Child,15: KS,20: Residence/Home
3111,9F1H9ZQUSCTD: ,20031028,38: ,F: Female,W: White,N: None,: ,34: OH,13: Highway/Road/Alley
3112,N0 RVRMPS N: ,20031212,46: ,F: Female,W: White,M: Apparent Minor Injury,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
3113,N0 RVTRQF N: ,20031016,21: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
3114,3N-0W5H367CT: ,20031101,18: ,F: Female,W: White,N: None,OK: Victim was Otherwise Known,34: OH,14: Hotel/Motel/Etc.
3115,-M-0U02-NRVS: ,20031031,49: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
3116,1T-BQ1F1-3O3: ,20031002,21: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,34: OH,14: Hotel/Motel/Etc.
3117,1T-BQ1F1-3O3: ,20031002,17: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,34: OH,14: Hotel/Motel/Etc.
3118,N0 RVRLFS N: ,20031222,19: ,F: Female,W: White,M: Apparent Minor Injury,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
3119,JS0 AATDS2 N: ,20031119,14: ,F: Female,B: Black,M: Apparent Minor Injury,: ,34: OH,13: Highway/Road/Alley
3120,XR0 KABMQ2 N: ,20031206,37: ,F: Female,B: Black,N: None,OK: Victim was Otherwise Known,34: OH,18: Parking Lot/Garage
3121,RH0 ACRL12 N: ,20031003,10: ,F: Female,W: White,N: None,: ,34: OH,18: Parking Lot/Garage
3122,RH0 AMT9V2 N: ,20031104,13: ,F: Female,W: White,N: None,: ,34: OH,25: Other/unknown
3123,RH0 AW59T2 N: ,20031003,11: ,F: Female,W: White,N: None,RU: Relationship Unknown,34: OH,22: School/College
3124,RH0 AW5RS2 N: ,20031003,11: ,F: Female,W: White,N: None,RU: Relationship Unknown,34: OH,22: School/College
3125,RH0 IVBQQ2 N: ,20031123,31: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,13: Highway/Road/Alley
3126,871R8IQ-F39G: ,20031002,24: ,F: Female,W: White,N: None,FR: Victim was Friend,34: OH,20: Residence/Home
3127,N0 ROZQG- N: ,20031026,27: ,F: Female,W: White,M: Apparent Minor Injury,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
3128,N0 RVMQFU N: ,20031112,22: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
3129,N0 RVBCPC N: ,20031018,22: ,F: Female,W: White,M: Apparent Minor Injury,ST: Victim was Stranger,34: OH,25: Other/unknown
3130,N0 RVBCPC N: ,20031018,27: ,M: Male,W: White,M: Apparent Minor Injury,ST: Victim was Stranger,34: OH,25: Other/unknown
3131,N0 RVMCQS N: ,20031229,33: ,M: Male,W: White,M: Apparent Minor Injury,RU: Relationship Unknown,34: OH,20: Residence/Home
3132,191W05SCTD1A: ,20031218,32: ,F: Female,W: White,M: Apparent Minor Injury,AQ: Victim was Acquaintance,34: OH,14: Hotel/Motel/Etc.
3133,1A1405SCTD1A: ,20031021,13: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
3134,N0 RV3D-F N: ,20031115,24: ,F: Female,B: Black,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
3135,F2746 NMQ-F3: ,20031215,35: ,F: Female,W: White,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
3136,F276XRVMQ-F3: ,20031017,55: ,M: Male,U: Unknown,M: Apparent Minor Injury,RU: Relationship Unknown,34: OH,25: Other/unknown
3137,F276XRVMQ-F3: ,20031017,27: ,M: Male,U: Unknown,N: None,RU: Relationship Unknown,34: OH,25: Other/unknown
3138,F27YKXJMQ-F3: ,20031124,15: ,M: Male,B: Black,M: Apparent Minor Injury,SB: Victim was Sibling,34: OH,18: Parking Lot/Garage
3139,1TI1FVQL6X I: ,20031210,19: ,M: Male,W: White,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
3140,N0 ROML6S N: ,20031010,38: ,M: Male,W: White,M: Apparent Minor Injury,: ,34: OH,13: Highway/Road/Alley
3141,N0 ROMLT3 N: ,20031010,18: ,F: Female,W: White,M: Apparent Minor Injury,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
3142,60ISOPU72 N: ,20031222,31: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,34: OH,23: Service/Gas Station
3143,6Z-T QE6PU72: ,20031109,30: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
3144,I1N15FQ6X I: ,20031118,17: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,18: Parking Lot/Garage
3145,CI0 RFTDT2 N: ,20031108,19: ,F: Female,W: White,M: Apparent Minor Injury,RU: Relationship Unknown,34: OH,20: Residence/Home
3146,CI0 RFTDT2 N: ,20031108,17: ,F: Female,W: White,M: Apparent Minor Injury,RU: Relationship Unknown,34: OH,20: Residence/Home
3147,CI0 RFTQT2 N: ,20031106,28: ,F: Female,W: White,N: None,RU: Relationship Unknown,34: OH,7: Convenience Store
3148,CI0 RFZHP2 N: ,20031015,51: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
3149,CI0 RYRDV2 N: ,20031002,09: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,20: Residence/Home
3150,CI0 RYRDV2 N: ,20031002,11: ,M: Male,B: Black,N: None,RU: Relationship Unknown,34: OH,20: Residence/Home
3151,6Z1N645HPU72: ,20031114,56: ,M: Male,W: White,M: Apparent Minor Injury,RU: Relationship Unknown,34: OH,20: Residence/Home
3152,6Z1N645HPU72: ,20031114,51: ,F: Female,W: White,M: Apparent Minor Injury,RU: Relationship Unknown,34: OH,20: Residence/Home
3153,N0 RV39GX N: ,20031027,41: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,34: OH,14: Hotel/Motel/Etc.
3154,1T-BR4216X I: ,20031210,44: ,F: Female,W: White,N: None,SE: Victim was Spouse,34: OH,20: Residence/Home
3155,61-I VS6PU72: ,20031015,22: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
3156,6Z-I GK6PU72: ,20031011,53: ,F: Female,W: White,N: None,PA: Victim was Parent,34: OH,20: Residence/Home
3157,7P-N8N 7Q-F3: ,20031021,37: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
3158,2U2JI2MQ-F39: ,20031024,30: ,F: Female,W: White,N: None,OK: Victim was Otherwise Known,34: OH,5: Commercial/Office Building
3159,T0 REQV-3 N: ,20031206,22: ,F: Female,W: White,N: None,: ,34: OH,7: Convenience Store
3160,091H047 9C1A: ,20031007,16: ,F: Female,B: Black,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
3161,091J047 761A: ,20031207,60: ,M: Male,W: White,N: None,RU: Relationship Unknown,34: OH,25: Other/unknown
3162,091J0B727C1A: ,20031206,20: ,F: Female,B: Black,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
3163,091J0K7NS21A: ,20031202,40: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
3164,091M0-7ZUC1A: ,20031101,21: ,F: Female,B: Black,N: None,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
3165,091M0B73761A: ,20031106,50: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
3166,0A1H02727X1A: ,20031005,18: ,F: Female,W: White,M: Apparent Minor Injury,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
3167,1T1015F30W I: ,20031212,23: ,F: Female,W: White,M: Apparent Minor Injury,CS: Victim was Common-Law Spouse,34: OH,20: Residence/Home
3168,1T101EF8-L I: ,20031213,20: ,F: Female,B: Black,N: None,OK: Victim was Otherwise Known,34: OH,23: Service/Gas Station
3169,1T101HF3PW I: ,20031213,23: ,F: Female,W: White,N: None,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
3170,1T101HFQ07 I: ,20031217,10: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
3171,1T1B14FCU3 I: ,20031116,17: ,F: Female,B: Black,M: Apparent Minor Injury,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
3172,1T1B1HFG97 I: ,20031118,43: ,M: Male,W: White,N: None,SB: Victim was Sibling,34: OH,20: Residence/Home
3173,1T1M1-F3TD I: ,20031009,22: ,F: Female,B: Black,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
3174,1T1M1HFPTD I: ,20031018,44: ,M: Male,B: Black,N: None,ST: Victim was Stranger,34: OH,2: Bank/Savings and Loan
3175,2U102 OPUV39: ,20031127,35: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
3176,2U1021OZXS39: ,20031125,30: ,F: Female,W: White,M: Apparent Minor Injury,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
3177,2U1025OBVD39: ,20031121,01: ,M: Male,B: Black,N: None,CH: Victim was Child,34: OH,20: Residence/Home
3178,2U102JOZT639: ,20031128,37: ,M: Male,B: Black,N: None,: ,34: OH,21: Restaurant
3179,2U102VO6LV39: ,20031124,16: ,M: Male,B: Black,N: None,AQ: Victim was Acquaintance,34: OH,13: Highway/Road/Alley
3180,2U102VO6LV39: ,20031124,51: ,M: Male,B: Black,N: None,AQ: Victim was Acquaintance,34: OH,13: Highway/Road/Alley
3181,2U1J2JOYLD39: ,20031029,15: ,F: Female,B: Black,N: None,ST: Victim was Stranger,34: OH,22: School/College
3182,2U1X2VOEM 39: ,20031222,14: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
3183,2U1X2YO6BQ39: ,20031228,00: Unknown,F: Female,B: Black,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
3184,3-1035HLURCT: ,20031030,41: ,F: Female,B: Black,N: None,: ,34: OH,13: Highway/Road/Alley
3185,1T1M1V939F I: ,20031010,28: ,M: Male,B: Black,N: None,ST: Victim was Stranger,34: OH,8: Department/Discount Store
3186,1T1M1V939F I: ,20031010,35: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,8: Department/Discount Store
3187,1T1M1V939F I: ,20031010,27: ,M: Male,B: Black,N: None,ST: Victim was Stranger,34: OH,8: Department/Discount Store
3188,3-103EUPU8CT: ,20031031,08: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
3189,60D1OSU72 N: ,20031110,43: ,M: Male,W: White,M: Apparent Minor Injury,RU: Relationship Unknown,34: OH,20: Residence/Home
3190,38-J82O2TF39: ,20031004,21: ,M: Male,W: White,N: None,RU: Relationship Unknown,34: OH,23: Service/Gas Station
3191,7X-IX6R6SU72: ,20031012,47: ,F: Female,W: White,M: Apparent Minor Injury,RU: Relationship Unknown,34: OH,10: Field/Woods
3192,-M-U39A-MQVS: ,20031115,22: ,M: Male,W: White,N: None,ST: Victim was Stranger,34: OH,7: Convenience Store
3193,1T2AE1SC6X I: ,20031115,22: ,M: Male,W: White,N: None,ST: Victim was Stranger,34: OH,7: Convenience Store
3194,60 -A3V72 N: ,20031024,14: ,M: Male,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
3195,60 -E5-72 N: ,20031020,12: ,F: Female,B: Black,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
3196,60 -EEV72 N: ,20031020,11: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
3197,60 -V5R72 N: ,20031018,28: ,F: Female,W: White,M: Apparent Minor Injury,ST: Victim was Stranger,34: OH,25: Other/unknown
3198,60 -Y3-72 N: ,20031021,09: ,F: Female,B: Black,N: None,ST: Victim was Stranger,34: OH,20: Residence/Home
3199,60 0BT-72 N: ,20031111,12: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,20: Residence/Home
3200,60 0WM-72 N: ,20031108,14: ,F: Female,W: White,N: None,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
3201,60 0WM-72 N: ,20031108,18: ,F: Female,W: White,N: None,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
3202,60 0WM-72 N: ,20031108,16: ,F: Female,W: White,N: None,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
3203,60 0WM-72 N: ,20031108,17: ,F: Female,W: White,N: None,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
3204,60 0WM-72 N: ,20031108,17: ,F: Female,W: White,N: None,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
3205,60 0YSR72 N: ,20031105,10: ,M: Male,W: White,N: None,ST: Victim was Stranger,34: OH,20: Residence/Home
3206,60 1CMV72 N: ,20031116,42: ,F: Female,B: Black,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
3207,60 1OB972 N: ,20031112,10: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
3208,60 1VS-72 N: ,20031111,12: ,M: Male,B: Black,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
3209,60 AA3C72 N: ,20031008,23: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
3210,60 AFZH72 N: ,20031004,22: ,F: Female,B: Black,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
3211,60 AM5D72 N: ,20031009,09: ,M: Male,B: Black,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
3212,60 AMMC72 N: ,20031008,08: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
3213,60 AYRV72 N: ,20031005,01: ,U: Unknown,U: Unknown,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
3214,60 EO3H72 N: ,20031121,13: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
3215,60 EVER72 N: ,20031120,01: ,M: Male,B: Black,N: None,CH: Victim was Child,34: OH,5: Commercial/Office Building
3216,60 IF5Q72 N: ,20031013,14: ,F: Female,W: White,N: None,RU: Relationship Unknown,34: OH,25: Other/unknown
3217,60 IMBH72 N: ,20031002,07: ,M: Male,W: White,N: None,ST: Victim was Stranger,34: OH,20: Residence/Home
3218,60 IWMH72 N: ,20031015,13: ,F: Female,W: White,N: None,GC: Victim was Grandchild,34: OH,13: Highway/Road/Alley
3219,60 SA3R72 N: ,20031101,31: ,F: Female,B: Black,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
3220,60 SA3R72 N: ,20031101,14: ,M: Male,B: Black,M: Apparent Minor Injury,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
3221,60 SA3R72 N: ,20031101,12: ,F: Female,B: Black,M: Apparent Minor Injury,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
3222,60 SA3R72 N: ,20031101,06: ,M: Male,B: Black,M: Apparent Minor Injury,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
3223,60 SA3R72 N: ,20031101,04: ,M: Male,B: Black,N: None,OF: Victim was Other Family Member,34: OH,20: Residence/Home
3224,60 SWBQ72 N: ,20031031,10: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
3225,60 YBE-72 N: ,20031208,09: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
3226,60 YE3V72 N: ,20031201,39: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
3227,60 YFRV72 N: ,20031127,38: ,F: Female,W: White,N: None,RU: Relationship Unknown,34: OH,20: Residence/Home
3228,60 YMTQ72 N: ,20031205,28: ,F: Female,W: White,N: None,OK: Victim was Otherwise Known,34: OH,13: Highway/Road/Alley
3229,60QKMQQ72 N: ,20031227,23: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,20: Residence/Home
3230,60QKMQQ72 N: ,20031227,01: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,20: Residence/Home
3231,60QKMQQ72 N: ,20031227,41: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,20: Residence/Home
3232,60QKOMH72 N: ,20031219,87: ,M: Male,W: White,N: None,ST: Victim was Stranger,34: OH,20: Residence/Home
3233,6-G0C3 728N: ,20031130,35: ,M: Male,W: White,N: None,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
3234,60BRYQ-72 N: ,20031006,61: ,M: Male,W: White,N: None,PA: Victim was Parent,34: OH,20: Residence/Home
3235,6-VRFS 728N: ,20031119,08: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
3236,4N-BU7-4I0W5: ,20031129,30: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,8: Department/Discount Store
